Tweet,Label
傻狗来说说你共爹是怎么舔黑人的？哈哈哈  是像台蛙主动吃莱猪呢还是卖烂军火？主动吃核食？倒是你们这些傻狗拿钱给巴拉圭然后来买你共爹的疫苗，哈哈哈哈  死台蛙。,Hate-speech
所言极是.现在的中国人不论果粉红粉都很少客观的审视自国的历史.包括那些天天要灭共的所谓民运公知.国民党丢掉大陆在于蒋的内政失策.对美外交失败及苏联对共匪援助.一会怨美国一会怨日本.但对根本原因的苏联以及自国领… ,Neither
最慘系忠誠藍C都縮晒沙，怪唔知比大陸佬叫佢地系癈物。 ,Abusive-only
哈哈哈哈哈果然是台巴賤畜,Hate-speech
RT : 中國人的殘忍！ ,Neither
RT : 我討厭支那的原因有很多，現在又多了一個。 ,Hate-speech
得亏日本不是一个由白人清教徒建立的国家，不然川粉们又该跑出来维护传统价值了。,Neither
其实最简单就是引进尼哥，生育率就能往上窜,Abusive-only
让中国人民嘴里的台蛙、废青、日倭、棒子、阿三、绿绿、菲佣、小越、印尼猪等向社会普及基础知识，跟中国人划清界限，亚裔应该就没事了,Abusive-only
首先，我把声音开到最大，除了听到印军一直在鸟语以外，并没有听到中方战士喊救命，另外，那个向伤员脚踢碎石的印度阿三真不是东西，果然是一群残忍的野蛮人！唯一值得称赞的也就是防暴盾上面那个阿三了，不过也有可能是因为拍摄的原因。总而言之，你要战我便战！,Hate-speech
他是变相承认他是日本鬼子留下的杂种所以骂“支那”,Hate-speech
"摇桥游戏你玩过吗？各种奇葩动作表情让你笑到肚子疼！Swing bridge sports game popular only in China,... ",Neither
必須第一個考慮印度！！！ 因為人口多，來的人也會多點。,Neither
不仅离开东北，连这国都要离开（小声,Neither
白皮猪和它们的走狗们。,Hate-speech
交通狗執法請來一幫禿驢開光⋯⋯！CCP都己成為人類的公敵,Abusive-only
你觉得自己很懂？民族都是不停在融合的，拿上n百年前的民族搞这种泛突厥主义还把你搞出优越感了？你咋不说你是山顶洞人族呢？要不要去和黑猩猩搞个斯坦国？突厥这个名词早就逐渐消失在了历史长河中，发展成了现在的维吾尔族、哈萨克族等民族。搞什么正统突厥等等词汇都是无脑的狭隘历史民族主义。,Neither
雖然買不到蛋不過有買六甲田莊的鮮乳，等等煮紅茶來泡奶茶！,Neither
白人欺负黑猩猩，黑猩猩撒气给亚裔,Hate-speech
RT :  它们是包括中国人和印度人在内的全人类的敌人,Hate-speech
傻逼才会相信的假新闻，阿叉大傻逼大傻逼,Hate-speech
纳粹台湾  极端排华  歧视黑人  种族歧视  一个亚洲纳粹的策源地  全世界人民  联合国  应该引起  高度重视,Neither
那中共关押维吾尔人镇压香港人也透明呀，你美国西方放什么屁呢！？,Neither
"RT : 誰讓大家最常笑。定延: 子瑜, 有一次在化妝, 造型師問子瑜你會冷嗎?子瑜: 不會。 結果講完流了鼻水XDDDD多賢: 還有一次, BUTTER大便大了一個愛心形狀, 子瑜很開心的說, BUTTER好溫暖, 為了他大了一個心情的便, 還…",Neither
RT :  大阪造幣局，直頭係買執左笠既香港造幣廠既器材，甚至連成間野既圖則都係照抄過去咁香港定日本耐 d？唔係話學人地國家唔好不過作為香港人，睇得自己太高唔好(熱狗孟子：係既係既😅香港人第一👍 )妄自菲薄，睇得自己太低…,Neither
我：线随便放—》理线器—〉磁吸理线器你也可以去试试磁吸的！,Neither
日俄战争后，这种意识更加明显。南进论的另一位代表人物竹越与三郎在他的《南国记》（1910 年）一书中认为：日本人属于“南人”， 因而如果采取面向大陆的北进政策是不合适的。他认为日本“作为岛国而向大陆 用力发展是不利的”，“南人北进… ,Neither
脑袋被驴踢了才嫁去非洲，21世纪的人干嘛要去过原始人的生活？,Neither
黑人的高犯罪率是客观存在的，要改善黑人的暴力性问题，首先要承认黑人群体自身的问题，而不是否认问题。所以，我们发现一个诡异的结论，最歧视黑人的，恰恰是不许批评黑人的白左。因为他们以大爱之名，剥夺了黑人自我反思和改善的可能。,Neither
越南猴子，忘记被解放军打的抱头鼠窜的样子了？,Hate-speech
黑人老哥真惨🌚,Neither
挂在上面的是尼哥吗,Abusive-only
日杂你好，日杂滚你妈的,Hate-speech
劍橋研究：烏賊通過著名棉花糖實驗 學習力堪比黑猩猩,Neither
復國黨是由我們大陸沦陷区同胞冒著被拘捕關押判刑甚至槍斃的危險所成立，並且獲得台灣（光華世代）以及海外華僑，共同参與，復國黨黨章已明確表示，做為代表中國人的政黨，目標在推動復國滅共革命，不會也不需要介入台灣的政治權鬥，未來時機成熟，… ,Neither
在中国没有侮辱低智商的印度人之前，作为亚洲智商最低的印度人，居然开始诽谤和侮辱中国了？上一个和你一样侮辱中国的阿三已经因为新冠被拉去烧了，骨灰被扬在恒… ,Hate-speech
应该快了吧，上次出征怼港废，下次很可能就是怼台蛙了,Hate-speech
轮子庆祝汶川地震大游行，港渣焚烧国旗殴打内地人，藏独奥运会抢夺火炬，疆独的七五事件，囼独就更别提了。就这些琳琳总总的事件，哪一个能得到全国人尊重的？还用的着抹黑？随便拎出一件也是国仇家恨。,Hate-speech
RT : 给爷👴使劲儿闻使劲儿吸使劲儿舔 ,Neither
闷头睡大觉！,Neither
轮子在香港还合法么？,Abusive-only
你长得好像个傻逼，根本不像越南人，还尼玛百分之百,Neither
[山本五十六食敵之糧，賺藍店錢去懲罰黃店] 搞到喊添，証明搬龍門都係本城叻過大陸喱。,Abusive-only
印度阿三我操你们所有人的妈 世界上怎么会有这么恶心的民族 烂透了 你们所有人都该去死 一个都不配活 肮脏的人 你们b国迟早有一天被你爹炸飞 让你们血肉横飞 五马分尸 凌迟都不足惜 全部去死都去死,Hate-speech
"之前想着和平统一才会试图说服台湾人统一对他们有好处,,,,,,,,,   台蛙可真有素质，啧啧",Abusive-only
激动的点嘛如果让黑人去演奴隶主，让白人去演“黑奴”能不能这么演？当然可以这么演，而且事实上的确曾经有黑人奴隶主也的确有白人奴隶但是你这么演试试呗？,Neither
RT : 这张近期最佳！我和朋友都喜欢！真的坏坏的感觉 ,Neither
全裸一般小日本鬼子,Abusive-only
我来是叫黑人与白人仇恨，女人与男人仇恨，阿拉伯与犹太仇恨。人的仇敌就是自己国家的人。,Neither
真要有那效果，早就全世界推广了！法轮功里还有自焚这项目呢，你咋不去呢？,Neither
如果我没猜错的话，此人港渣废青一个。,Hate-speech
第一次遇到越南猴子，越南大部分人都反华，明面上为了赚钱才忍气吞声讨好中国人，暗地里个个反华入骨，可惜越南国力太弱，国际上又没有信誉，挺不容易的呀，哈哈哈,Hate-speech
还17小时哈哈哈😅😅😅,Neither
我一直把我推記成27歲,Neither
又蠢又穷 又被英国人殖民 又被尼哥打 垃圾人,Abusive-only
第一次看，觉得他失态了。再看，他是看到了港灿的那嘴脸。,Hate-speech
纯纯智障儿 字体粗细都看不出来 p图看不出来就知道叫 欧洲疫苗好 欧洲都停用了 然后把有害疫苗留给台湾 台湾人就是爱舔西方国家,Hate-speech
以前罵它們禿驢，是對佛不敬；現在罵它們禿驢，是對驢的不尊重。,Hate-speech
是么？你还是不要这么认为，台湾土地关系中华民族子孙后代出海口，这是绝对不可能让的，至于台湾人，一群战败出逃的余孽，日杂后代，以及汉奸后代想搞小朝廷，做梦。有一天大战，没人丝毫同情台蛙。,Hate-speech
"我大学一个朋友家里是开寺庙的, 超级有钱（宗教法人很多场合不用缴税）大三的时候他老爸和他说你要是找不到工作就给我滚回来继承寺庙当和尚... 😂 ",Neither
这真的不错,Neither
越南人吹吹自己也就得了怎么西方脑瘫也是越吹啊,Neither
穆斯林的村子里没有吸毒的，土著的村子里很多吸的，到底是谁的问题，没人用枪逼他们吸吧云南的森林矿山以前归土司商队，由于地形原因大地主很少，小自耕农很多。怎么支那人一来所有的东西都是你们的了，想叫我们一辈子给你们打工吃土豆，滚你妈的，老子选择当土匪,Abusive-only
香港人的特点是嫌贫恨富,Neither
噜噜姐已经很棒了，加油,Neither
说台湾人和香港人是废青和港独？那中国人又是什么？中国🐶、韭菜、大陸🐶。原來是小粉紅，不相信就滾出推特，有真消息不相信，那你去相信你主子的新聞聯播和黨媒，滾。,Hate-speech
为了证明亚裔美好受到仇恨和歧视，中文媒体把日前纽约地铁上，一名西裔因口称黑鬼，被非裔痛殴的事强拉到亚裔头上。大部分华人的哲学是帮亲不帮理，加上媒体的煽风点火，助长了华人为表明自己有理不惜胡说八道的陋习，正是被正义的人们所歧视的原因之一。不能高尚，起码可以平凡。但千万不要下贱！,Neither
提高排放下限防止停机又是咋回事？cnn烂我可以理解，dw要严谨啊,Neither
不怕高嗎,Neither
我任何时候上来 锅包肉都在更新 真的无敌,Neither
美国赢了 台蛙南波万,Abusive-only
佢根本冇得揀，只可以同終國一齊滅亡。,Neither
華人在美國的AV沒有市場啊通通都是美國的白種人或者是美國的黑種人沒有看到美國有黃種人拍AV的很少,Neither
兄弟 这样干是不行滴 他举你老底，你就要举他老底黑料，添油加醋得抹黑，他们又不在乎… ,Neither
你先说来香港的单程证垃圾强国人吧，拿香港福利(特別是公共房屋)还不满足，还要搞死香港的就业游戏规则！🐷🐖🐽,Hate-speech
你真的是不要看電影欸你女朋友不是印度人 ,Neither
应该不只这些吧，印度人又不是傻子。,Neither
😱😱🤬🤬原来你是法轮功信徒！什么乱七八糟的？,Neither
被极权裹挟的任何人我都不会骂。但是那些心甘情愿上杆子去“被极权裹挟”的，甚至充当网络打手的，被千夫所指太正常了。,Neither
当你们喊着韩国棒子，尼哥这种词，没有什么心理负担的时候，也就别仇恨别人眯眯眼，支那的称呼了。都是挑起歧视，谁又比谁强。这都是不好的话语。能不说就不说，如果你不说别人还说，请用力地反击！,Neither
我们台蛙全球最厉害！！呱我们台蛙全世界都喜欢！！呱我们台蛙最爱吃莱猪！！呱我们台蛙最爱吃核食！！呱我们台蛙跪美跪日觉得光荣！！呱！呱！呱！,Abusive-only
謙虛了,Neither
純青眼試作Ver1.0  ,Neither
卧槽，交钱给这和尚拍几下头啥意思啊？,Neither
RT : 西游记里面，唐僧唐长老带着一个仆人，叫沙和尚，还有俩宠物，一个猴一个猪，旅游的故事。,Neither
莱克多巴胺吃多了吧，台蛙有什么资格谈这些？,Hate-speech
环球时报称那个警察把病毒称为支那病毒，是不是真的？ ,Neither
[✏️📒]實在太有感觸了⋯🥺,Neither
港灿的素质普遍不怎么高，叽叽喳喳，跟鸟叫一样,Hate-speech
米国正在大口大口的吞食霓虹国，台蛙一脸真诚凑上来…… ,Abusive-only
沙和尚，9个骷髅头？,Neither
台蛙真的笑死我了，都在说中华人民共和国从未在台湾行使过主权，所以台湾应该独立。但麻烦搞清楚，过去台湾和大陆同属一个国家，而且中华民族自古以来追求大一统（包括但不限于明清中华民国）。谋求独立分裂的人注定会被钉在历史的耻辱柱上。现在是给机会九二共识，一中各表，请台湾同胞好好珍惜！,Abusive-only
台蛙小編懂個毛線歷史，這個不是德國的媒體。(傳播一個冷知識:馬克思是德國人。換句話說，原始共產主義的概念是從德國傳向世界。),Abusive-only
RT : 當大家仲講緊唔裝安心出行嘅時候，其實不論藍黃，香港人已經正式被分為clean同唔clean。咩叫clean？打針就叫clean ，唔打針嘅人叫咩呀？Dirty ? 🤬無論你任何原因唔打疫苗，總之你唔打疫苗，就算你跪低用app入餐廳，你都會自…,Neither
